dataset,augmentation,severity,metric,metric_value,runid
librispeech_asr_test.clean,highpass,2,PESQ,1.851662777853376,0
librispeech_asr_test.clean,tempo_down,2,PESQ,1.1092840707424214,0
librispeech_asr_test.clean,chorus,2,PESQ,1.5962541283086966,0
librispeech_asr_test.clean,chorus,4,PESQ,1.3779601078907042,0
librispeech_asr_test.clean,gnoise,4,PESQ,1.043081481038159,0
librispeech_asr_test.clean,real_rir,1,PESQ,2.721424514601249,0
librispeech_asr_test.clean,bass,3,PESQ,3.336803324668462,0
librispeech_asr_test.clean,bass,1,PESQ,4.133590573163433,0
librispeech_asr_test.clean,gain,2,PESQ,1.4938097843687044,0
librispeech_asr_test.clean,music,2,PESQ,2.619451376272522,0
librispeech_asr_test.clean,pitch_down,1,PESQ,1.0737769697913686,0
librispeech_asr_test.clean,pitch_up,1,PESQ,1.0716325491894292,0
librispeech_asr_test.clean,resample,4,PESQ,2.2622892851137935,0
librispeech_asr_test.clean,crosstalk,1,PESQ,3.6533775005631774,0
librispeech_asr_test.clean,tempo_up,2,PESQ,1.2938584334075591,0
librispeech_asr_test.clean,real_rir,2,PESQ,1.9250599644111313,0
librispeech_asr_test.clean,crosstalk,4,PESQ,1.231488535786403,0
librispeech_asr_test.clean,universal_adv,1,PESQ,4.347513151168823,0
librispeech_asr_test.clean,phaser,2,PESQ,3.383376002038708,0
librispeech_asr_test.clean,gain,4,PESQ,1.240085416304246,0
librispeech_asr_test.clean,env_noise_wham,3,PESQ,1.4212243013709556,0
librispeech_asr_test.clean,tempo_up,1,PESQ,1.409889097791343,0
librispeech_asr_test.clean,speedup,4,PESQ,1.269131365493566,0
librispeech_asr_test.clean,tempo_up,3,PESQ,1.3056996371313556,0
librispeech_asr_test.clean,tremolo,1,PESQ,4.290327248682503,0
librispeech_asr_test.clean,speedup,1,PESQ,1.1721198777911952,0
librispeech_asr_test.clean,tempo_down,4,PESQ,1.0661726830890343,0
librispeech_asr_test.clean,resample,3,PESQ,2.7610534290775997,0
librispeech_asr_test.clean,highpass,1,PESQ,2.782668749703706,0
librispeech_asr_test.clean,env_noise_musan,2,PESQ,2.528543778685213,0
librispeech_asr_test.clean,pitch_down,3,PESQ,1.0372926516842296,0
tedlium,pitch_down,3,PESQ,4.573294970976831,0
tedlium,pitch_down,3,PESQ,4.3798008715052745,0
tedlium,pitch_down,3,PESQ,4.557173012860726,0
tedlium_release3_test,real_rir,3,PESQ,1.4479666647973,0
tedlium_release3_test,slowdown,1,PESQ,1.068359240088967,0
tedlium_release3_test,resample,2,PESQ,4.038298899420832,0
tedlium_release3_test,rir,4,PESQ,1.359189454508034,0
tedlium_release3_test,rir,2,PESQ,1.547071521829217,0
tedlium_release3_test,pitch_up,2,PESQ,1.0473023946405078,0
tedlium_release3_test,lowpass,4,PESQ,2.373992202496818,0
tedlium_release3_test,treble,4,PESQ,1.759396439615114,0
tedlium_release3_test,env_noise,2,PESQ,2.8783636147889147,0
tedlium_release3_test,env_noise_esc50,2,PESQ,3.174808531018229,0
tedlium_release3_test,treble,3,PESQ,3.1817783592478657,0
tedlium_release3_test,gain,3,PESQ,1.2921121173136363,0
tedlium_release3_test,music,1,PESQ,4.161046466546414,0
tedlium_release3_test,treble,2,PESQ,4.33695251297083,0
tedlium_release3_test,music,4,PESQ,1.2473142308213683,0
tedlium_release3_test,chorus,3,PESQ,1.6672587677758943,0
tedlium_release3_test,tempo_down,1,PESQ,1.2860141831419496,0
tedlium_release3_test,highpass,4,PESQ,1.6072958154116388,0
tedlium_release3_test,phaser,3,PESQ,2.0613781696175786,0
tedlium_release3_test,gnoise,1,PESQ,3.2640630835263735,0
tedlium_release3_test,slowdown,2,PESQ,1.0636040547978554,0
tedlium_release3_test,music,3,PESQ,1.8471763799260765,0
tedlium_release3_test,gnoise,3,PESQ,1.2791117082642105,0
tedlium_release3_test,env_noise_musan,4,PESQ,1.3067814581728892,0
tedlium_release3_test,rir,3,PESQ,1.3771548495148167,0
tedlium_release3_test,slowdown,4,PESQ,1.0551451746268794,0
tedlium_release3_test,tremolo,2,PESQ,3.9847898785948135,0
tedlium_release3_test,env_noise_wham,1,PESQ,4.128126888175977,0
tedlium_release3_test,resample,1,PESQ,4.473825628670704,0
tedlium_release3_test,tremolo,4,PESQ,1.5184269488580926,0
tedlium_release3_test,phaser,1,PESQ,4.34976156952063,0
tedlium_release3_test,gain,1,PESQ,1.7737740918709872,0
tedlium_release3_test,tempo_down,3,PESQ,1.1025888280973908,0
tedlium_release3_test,env_noise_wham,4,PESQ,1.1010077156681741,0
tedlium_release3_test,bass,2,PESQ,4.19583264298001,0
tedlium_release3_test,env_noise_musan,3,PESQ,1.8499176388596745,0
tedlium_release3_test,echo,1,PESQ,1.9545404801542259,0
tedlium_release3_test,echo,3,PESQ,1.8509190864538196,0
tedlium_release3_test,tremolo,3,PESQ,3.1596523818771387,0
tedlium_release3_test,phaser,4,PESQ,1.1796536761718566,0
tedlium_release3_test,crosstalk,3,PESQ,1.8869165853569785,0
tedlium_release3_test,env_noise_esc50,3,PESQ,2.066329124172184,0
tedlium_release3_test,pitch_up,3,PESQ,1.0434795383564108,0
tedlium_release3_test,env_noise,3,PESQ,1.697573532678019,0
tedlium_release3_test,env_noise,4,PESQ,1.1847990925845076,0
tedlium_release3_test,env_noise,1,PESQ,4.003419925269882,0
tedlium_release3_test,pitch_down,2,PESQ,1.0410381812776601,0
tedlium_release3_test,chorus,1,PESQ,2.0712887602414374,0
tedlium_release3_test,bass,4,PESQ,2.4220883276061747,0
tedlium_release3_test,slowdown,3,PESQ,1.068885097846142,0
tedlium_release3_test,pitch_down,4,PESQ,1.0319421632244434,0
tedlium_release3_test,lowpass,2,PESQ,3.7762102018815806,0
tedlium_release3_test,highpass,3,PESQ,1.7631752439346842,0
tedlium_release3_test,speedup,2,PESQ,1.1556459071854837,0
tedlium_release3_test,crosstalk,2,PESQ,3.0812088025917834,0
tedlium_release3_test,env_noise_musan,1,PESQ,3.9564606794244908,0
tedlium_release3_test,lowpass,3,PESQ,3.345493144137814,0
tedlium_release3_test,voice_conversion_vctk,1,PESQ,1.1235144523797056,0
tedlium_release3_test,speedup,3,PESQ,1.1696863616270579,0
tedlium_release3_test,lowpass,1,PESQ,4.029844448099516,0
tedlium_release3_test,env_noise_esc50,1,PESQ,4.157138346799325,0
tedlium_release3_test,pitch_up,4,PESQ,1.0471134329379328,0
tedlium_release3_test,echo,4,PESQ,2.0212877387092227,0
tedlium_release3_test,echo,2,PESQ,1.8685668199686285,0
tedlium_release3_test,real_rir,4,PESQ,1.2976645169986618,0
tedlium_release3_test,tempo_up,4,PESQ,1.224542365582899,0
tedlium_release3_test,env_noise_wham,2,PESQ,2.8416799512438384,0
tedlium_release3_test,env_noise_esc50,4,PESQ,1.351279653440935,0
tedlium_release3_test,treble,1,PESQ,4.624333203562005,0
tedlium_release3_test,rir,1,PESQ,1.922999579669077,0
tedlium_release3_test,gnoise,2,PESQ,1.9697666090737183,0
tedlium_release3_test,highpass,2,PESQ,1.9395212136480176,0
tedlium_release3_test,tempo_down,2,PESQ,1.1330569259541585,0
tedlium_release3_test,chorus,2,PESQ,1.7855592885504976,0
tedlium_release3_test,chorus,4,PESQ,1.6115520496302296,0
tedlium_release3_test,gnoise,4,PESQ,1.066207108195981,0
tedlium_release3_test,real_rir,1,PESQ,3.0426322934532495,0
tedlium_release3_test,bass,3,PESQ,3.511152747908746,0
tedlium_release3_test,bass,1,PESQ,4.322292369821042,0
tedlium_release3_test,gain,2,PESQ,1.3998440668322598,0
tedlium_release3_test,music,2,PESQ,3.069245032049341,0
tedlium_release3_test,pitch_down,1,PESQ,1.0617458699480913,0
tedlium_release3_test,pitch_up,1,PESQ,1.0625306494934308,0
tedlium_release3_test,resample,4,PESQ,2.6749005415823883,0
tedlium_release3_test,crosstalk,1,PESQ,4.111070995314282,0
tedlium_release3_test,tempo_up,2,PESQ,1.2068405853088247,0
tedlium_release3_test,real_rir,2,PESQ,2.178217950272188,0
tedlium_release3_test,crosstalk,4,PESQ,1.2649117334256759,0
tedlium_release3_test,phaser,2,PESQ,3.4494463537966564,0
tedlium_release3_test,gain,4,PESQ,1.2421034150974797,0
tedlium_release3_test,env_noise_wham,3,PESQ,1.570897747883557,0
tedlium_release3_test,tempo_up,1,PESQ,1.3198995885650662,0
tedlium_release3_test,speedup,4,PESQ,1.1962024521008539,0
tedlium_release3_test,tempo_up,3,PESQ,1.2136004061814174,0
tedlium_release3_test,tremolo,1,PESQ,4.315880680621394,0
tedlium_release3_test,speedup,1,PESQ,1.1446497401083775,0
tedlium_release3_test,tempo_down,4,PESQ,1.0927787003246878,0
tedlium_release3_test,resample,3,PESQ,3.4371358887574908,0
tedlium_release3_test,highpass,1,PESQ,3.0170057844661136,0
tedlium_release3_test,env_noise_musan,2,PESQ,2.92720766300965,0
tedlium_release3_test,pitch_down,3,PESQ,1.035390280354994,0
multilingual_librispeech_spanish_test,slowdown,1,PESQ,1.0708347843497392,0
multilingual_librispeech_spanish_test,resample,2,PESQ,4.103690556931816,0
multilingual_librispeech_spanish_test,rir,4,PESQ,1.622927761117884,0
multilingual_librispeech_spanish_test,rir,2,PESQ,1.7412948320755377,0
multilingual_librispeech_spanish_test,pitch_up,2,PESQ,1.047767126020169,0
multilingual_librispeech_spanish_test,lowpass,4,PESQ,2.229613598011084,0
multilingual_librispeech_spanish_test,env_noise,2,PESQ,1.3551659634549347,0
multilingual_librispeech_spanish_test,env_noise_esc50,2,PESQ,2.6829578622975605,0
multilingual_librispeech_spanish_test,gain,3,PESQ,1.3505246565245943,0
multilingual_librispeech_spanish_test,music,1,PESQ,3.6960073448467576,0
multilingual_librispeech_spanish_test,music,4,PESQ,1.262873663648263,0
multilingual_librispeech_spanish_test,tempo_down,1,PESQ,1.2317701146106592,0
multilingual_librispeech_spanish_test,highpass,4,PESQ,1.4364704506209232,0
multilingual_librispeech_spanish_test,phaser,3,PESQ,1.951745158623929,0
multilingual_librispeech_spanish_test,gnoise,1,PESQ,2.6495161546556742,0
multilingual_librispeech_spanish_test,slowdown,2,PESQ,1.0668117723916353,0
multilingual_librispeech_spanish_test,music,3,PESQ,1.7098555360364434,0
multilingual_librispeech_spanish_test,gnoise,3,PESQ,1.1455167133436106,0
multilingual_librispeech_spanish_test,env_noise_musan,4,PESQ,1.256940817272903,0
multilingual_librispeech_spanish_test,rir,3,PESQ,1.5909617760237431,0
multilingual_librispeech_spanish_test,slowdown,4,PESQ,,0
multilingual_librispeech_spanish_test,env_noise_wham,1,PESQ,3.4477158062310025,0
multilingual_librispeech_spanish_test,resample,1,PESQ,4.392325085981581,0
multilingual_librispeech_spanish_test,phaser,1,PESQ,4.145036099091072,0
multilingual_librispeech_spanish_test,gain,1,PESQ,2.4367977384752875,0
multilingual_librispeech_spanish_test,tempo_down,3,PESQ,1.103834246245908,0
multilingual_librispeech_spanish_test,env_noise_wham,4,PESQ,1.0894070791718145,0
multilingual_librispeech_spanish_test,env_noise_musan,3,PESQ,1.6637732235577283,0
multilingual_librispeech_spanish_test,echo,1,PESQ,1.5935052780797017,0
multilingual_librispeech_spanish_test,echo,3,PESQ,1.6161109729101193,0
multilingual_librispeech_spanish_test,phaser,4,PESQ,1.1580740010878383,0
multilingual_librispeech_spanish_test,crosstalk,3,PESQ,1.6539824391971498,0
multilingual_librispeech_spanish_test,env_noise_esc50,3,PESQ,1.8310115801908027,0
multilingual_librispeech_spanish_test,pitch_up,3,PESQ,1.043013016049494,0
multilingual_librispeech_spanish_test,env_noise,3,PESQ,1.1502201425649177,0
multilingual_librispeech_spanish_test,env_noise,4,PESQ,1.0784967755211279,0
multilingual_librispeech_spanish_test,env_noise,1,PESQ,1.5362287758280766,0
multilingual_librispeech_spanish_test,pitch_down,2,PESQ,1.0427558614603625,0
multilingual_librispeech_spanish_test,slowdown,3,PESQ,1.071887924264481,0
multilingual_librispeech_spanish_test,pitch_down,4,PESQ,1.0324578020196633,0
multilingual_librispeech_spanish_test,lowpass,2,PESQ,3.426344638752857,0
multilingual_librispeech_spanish_test,highpass,3,PESQ,1.5881614441039578,0
multilingual_librispeech_spanish_test,speedup,2,PESQ,1.1377467915776012,0
multilingual_librispeech_spanish_test,crosstalk,2,PESQ,2.560975658813579,0
multilingual_librispeech_spanish_test,env_noise_musan,1,PESQ,3.4422152135896202,0
multilingual_librispeech_spanish_test,lowpass,3,PESQ,2.9569665215059415,0
multilingual_librispeech_spanish_test,speedup,3,PESQ,1.1139616245217951,0
multilingual_librispeech_spanish_test,lowpass,1,PESQ,3.807782557336676,0
multilingual_librispeech_spanish_test,env_noise_esc50,1,PESQ,3.643392293845247,0
multilingual_librispeech_spanish_test,pitch_up,4,PESQ,1.0479954443621955,0
multilingual_librispeech_spanish_test,echo,4,PESQ,1.7545473607094495,0
multilingual_librispeech_spanish_test,echo,2,PESQ,1.5531663099591364,0
multilingual_librispeech_spanish_test,tempo_up,4,PESQ,1.1227145543293409,0
multilingual_librispeech_spanish_test,env_noise_wham,2,PESQ,2.2845848850255845,0
multilingual_librispeech_spanish_test,env_noise_esc50,4,PESQ,1.315691671065436,0
multilingual_librispeech_spanish_test,rir,1,PESQ,2.246581034372317,0
multilingual_librispeech_spanish_test,gnoise,2,PESQ,1.6454401116243145,0
multilingual_librispeech_spanish_test,highpass,2,PESQ,1.6489185153337933,0
multilingual_librispeech_spanish_test,tempo_down,2,PESQ,1.1197002114726218,0
multilingual_librispeech_spanish_test,gnoise,4,PESQ,1.0438234233016135,0
multilingual_librispeech_spanish_test,gain,2,PESQ,1.5734262580439549,0
multilingual_librispeech_spanish_test,music,2,PESQ,2.676566918924351,0
multilingual_librispeech_spanish_test,pitch_down,1,PESQ,1.070846776934278,0
multilingual_librispeech_spanish_test,pitch_up,1,PESQ,1.0718192021118715,0
multilingual_librispeech_spanish_test,resample,4,PESQ,2.518472777617058,0
multilingual_librispeech_spanish_test,crosstalk,1,PESQ,3.5459977398382736,0
multilingual_librispeech_spanish_test,tempo_up,2,PESQ,1.1722742384606666,0
multilingual_librispeech_spanish_test,crosstalk,4,PESQ,1.2606726271794146,0
multilingual_librispeech_spanish_test,phaser,2,PESQ,3.2436221456967744,0
multilingual_librispeech_spanish_test,gain,4,PESQ,1.257787254832735,0
multilingual_librispeech_spanish_test,env_noise_wham,3,PESQ,1.400777367787473,0
multilingual_librispeech_spanish_test,tempo_up,1,PESQ,1.355668271998031,0
multilingual_librispeech_spanish_test,speedup,4,PESQ,1.112515483061066,0
multilingual_librispeech_spanish_test,tempo_up,3,PESQ,1.1262825371172749,0
multilingual_librispeech_spanish_test,speedup,1,PESQ,1.1672399952607666,0
multilingual_librispeech_spanish_test,tempo_down,4,PESQ,,0
multilingual_librispeech_spanish_test,resample,3,PESQ,3.0881550506057356,0
multilingual_librispeech_spanish_test,highpass,1,PESQ,2.467633264026786,0
multilingual_librispeech_spanish_test,env_noise_musan,2,PESQ,2.4810957605606756,0
multilingual_librispeech_spanish_test,pitch_down,3,PESQ,1.035502213409683,0
librispeech_asr,pitch_down,3,PESQ,4.2346654549809815,0
librispeech_asr,pitch_down,3,PESQ,4.201879789265058,0
librispeech_asr,pitch_down,3,PESQ,4.482714537900823,0
librispeech_asr,pitch_down,3,PESQ,4.044619899396678,0
librispeech_asr,pitch_down,3,PESQ,4.0386981741162655,0
librispeech_asr,pitch_down,3,PESQ,4.347513151168823,0
librispeech_asr,pitch_down,3,PESQ,4.041085605948936,0
librispeech_asr,pitch_down,3,PESQ,4.060546994755287,0
librispeech_asr,pitch_down,3,PESQ,4.309328185692999,0
librispeech_asr,pitch_down,3,PESQ,4.1062091932041955,0
librispeech_asr,pitch_down,3,PESQ,4.017211788574248,0
librispeech_asr,pitch_down,3,PESQ,4.043823770075354,0
librispeech_asr,pitch_down,3,PESQ,4.473003643432646,0
